datetime_UTC,longitude,latitude,water_level,quality_water_level
2022-01-08T21:02:09.000000,2.387921,54.333729,0.925,0
2022-01-08T21:02:10.000000,2.357633,54.391146,0.926,0
2022-01-08T21:02:11.000000,2.327273,54.448556,0.934,0
2022-01-08T21:02:12.000000,2.296839,54.50596,0.936,0
2022-01-08T21:02:13.000000,2.266331,54.563358,0.904,0
2022-01-08T21:02:14.000000,2.23575,54.62075,0.898,0
2022-01-08T21:02:15.000000,2.205094,54.678135,0.927,0
2022-01-08T21:02:16.000000,2.174363,54.735514,0.926,0
2022-01-08T21:02:17.000000,2.143557,54.792886,0.935,0
2022-01-08T21:02:18.000000,2.112676,54.850252,0.949,0
2022-01-08T21:02:19.000000,2.081719,54.907612,0.958,0
2022-01-08T21:02:20.000000,2.050686,54.964965,0.916,0
2022-01-08T21:02:21.000000,2.019576,55.022311,0.926,0
2022-01-08T21:02:22.000000,1.98839,55.079651,0.885,0
2022-01-08T21:02:23.000000,1.957126,55.136984,0.872,0
2022-01-08T21:02:24.000000,1.925784,55.194311,0.883,0
2022-01-08T21:02:25.000000,1.894365,55.251631,0.857,0
2022-01-08T21:02:26.000000,1.862867,55.308944,0.851,0
2022-01-08T21:02:27.000000,1.83129,55.366251,0.804,0
2022-01-08T21:02:28.000000,1.799634,55.423551,0.828,0
2022-01-08T21:02:29.000000,1.767898,55.480844,0.791,0
2022-01-08T21:02:30.000000,1.736082,55.538131,0.751,0
2022-01-08T21:02:31.000000,1.704186,55.59541,0.749,0
2022-01-08T21:02:32.000000,1.672209,55.652683,0.736,0
2022-01-08T21:02:33.000000,1.640151,55.709949,0.721,0
2022-01-08T21:02:34.000000,1.608012,55.767208,0.716,0
2022-01-08T21:02:35.000000,1.57579,55.82446,0.692,0
2022-01-08T21:02:36.000000,1.543486,55.881704,0.672,0
2022-01-08T21:02:37.000000,1.511099,55.938942,0.628,0
2022-01-09T10:49:07.000000,0.71184,55.969982,0.275,0
2022-01-09T10:49:08.000000,0.679407,55.912748,0.317,0
2022-01-09T10:49:09.000000,0.647057,55.855506,0.329,0
2022-01-09T10:49:10.000000,0.614789,55.798258,0.333,0
2022-01-09T10:49:11.000000,0.582604,55.741003,0.379,0
2022-01-09T10:49:12.000000,0.5505,55.683741,0.404,0
2022-01-09T10:49:13.000000,0.518478,55.626472,0.435,0
2022-01-09T10:49:14.000000,0.486537,55.569196,0.449,0
2022-01-09T10:49:15.000000,0.454677,55.511913,0.436,0
2022-01-09T10:49:16.000000,0.422897,55.454623,0.487,0
2022-01-09T10:49:17.000000,0.391196,55.397327,0.522,0
2022-01-09T10:49:18.000000,0.359575,55.340024,0.536,0
2022-01-09T10:49:19.000000,0.328033,55.282714,0.543,0
2022-01-09T10:49:20.000000,0.29657,55.225397,0.583,0
2022-01-09T10:49:21.000000,0.265185,55.168074,0.605,0
2022-01-09T10:49:22.000000,0.233878,55.110744,0.652,0
2022-01-09T10:49:23.000000,0.202648,55.053408,0.664,0
2022-01-09T10:49:24.000000,0.171495,54.996065,0.678,0
2022-01-09T10:49:25.000000,0.140419,54.938715,0.723,0
2022-01-09T10:49:26.000000,0.10942,54.881359,0.741,0
2022-01-09T10:49:27.000000,0.078497,54.823997,0.732,0
2022-01-09T10:49:28.000000,0.047649,54.766628,0.76,0
2022-01-09T10:49:29.000000,0.016876,54.709252,0.831,0
